heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
2,2,3,18,0.96,3,0,6.34
1,3,2,14,0.99,3,0,5.58
1,3,1,14,1.16,1,1,2.53
2,3,4,2,0.56,1,3,3.45
2,1,2,16,0.78,1,2,1.76
3,1,1,13,0.85,2,1,3.92
2,3,1,5,1.88,2,2,5.25
3,2,1,7,0.56,0,2,3.96
2,2,4,5,0.93,0,3,1.19
1,2,3,25,0.62,0,2,1.05
4,1,1,12,0.92,3,0,7.07
4,1,4,20,0.8,2,3,5.68
2,1,3,25,1.55,2,2,5.07
4,2,3,18,0.56,3,2,9.33
2,1,1,16,1.16,3,0,4.79
2,2,3,12,1.23,2,2,5.58
3,3,4,19,1.5,2,3,5.66
1,1,3,21,0.99,2,1,1.56
4,1,4,19,1.02,2,2,4.43
2,3,3,14,1.48,1,0,2.54
3,2,4,15,1.82,3,2,5.48
3,1,3,12,0.87,0,2,2.69
1,1,2,20,0.8,0,0,0.5
1,3,1,14,0.78,3,3,6.13
1,1,4,9,0.7,3,1,3.47
2,3,1,13,1.58,0,2,4.25
3,1,2,24,1.19,2,0,4.69
4,1,2,6,1.48,2,0,6.12
1,3,1,15,0.8,3,0,4.33
4,1,4,4,1.14,3,2,7.85
4,1,2,0,0.86,3,3,9.09
4,3,1,5,0.75,2,3,8.1
3,2,1,7,1.69,2,2,7.44
2,1,3,7,0.97,0,2,0.5
1,1,2,4,0.9,0,0,0.52
2,1,4,18,0.6,1,3,2.33
4,3,3,16,1.37,2,3,7.84
2,2,2,10,1.63,3,1,4.29
4,2,2,22,0.84,3,2,8.66
1,1,2,7,0.5,3,3,6.72
3,3,1,24,0.86,1,3,5.72
2,3,2,5,1.24,1,3,5.77
2,3,2,22,1.99,2,3,7.18
2,3,3,1,1.01,2,0,5.36
1,3,1,13,0.6,2,0,3.51
2,3,4,2,1.44,1,1,0.54
1,2,2,4,1.7,1,1,0.5
1,3,1,23,0.53,1,3,5.35
2,2,2,14,1.35,3,3,6.78
2,3,4,4,1.87,0,3,1.65
3,3,2,22,1.39,0,1,0.5
2,1,3,4,1.2,1,3,2.45
1,2,2,11,1.18,2,2,4.52
3,2,3,18,1.97,2,2,5.08
1,2,1,18,0.87,3,2,5.14
3,2,1,18,1.12,2,1,3.53
1,2,3,17,1.49,2,0,3.96
1,1,2,7,1.01,3,0,2.83
3,1,3,9,0.72,2,2,4.23
3,1,4,7,1.0,2,2,4.29
1,2,1,1,0.84,1,1,1.28
3,2,4,9,1.3,0,2,1.38
4,2,1,3,1.44,0,3,4.84
1,3,2,14,1.18,1,1,1.85
4,1,2,0,0.69,3,2,7.53
3,2,1,12,1.66,3,3,9.04
3,2,1,6,1.24,2,0,4.52
2,3,4,9,1.63,3,2,7.1
3,2,3,3,1.37,0,1,1.38
3,3,2,0,1.77,1,3,4.58
3,1,2,18,1.61,0,0,2.51
1,3,4,24,1.92,1,1,0.5
3,2,3,14,1.72,3,2,6.41
3,1,3,6,1.06,3,3,6.04
2,1,2,25,1.51,1,2,2.24
4,1,2,16,1.46,1,2,3.64
2,1,1,25,0.64,0,0,1.77
3,1,4,4,0.76,0,2,1.31
3,1,2,10,0.53,0,0,0.87
2,1,2,23,1.62,2,1,1.05
4,3,4,25,0.81,0,2,3.78
2,3,2,12,0.56,2,2,6.95
4,1,4,0,0.8,2,3,8.28
4,3,3,23,1.28,3,2,9.34
3,2,1,7,1.12,2,3,6.87
3,1,1,10,1.96,0,2,2.75
4,3,1,7,0.83,1,3,6.54
2,1,2,23,0.98,2,2,3.6
3,3,4,6,1.98,3,2,7.14
2,1,1,9,1.66,1,0,0.91
4,1,4,19,1.89,0,1,0.58
2,3,1,18,0.95,0,3,3.84
4,2,1,22,0.73,0,3,5.73
2,2,2,6,1.65,0,3,2.89
4,1,1,3,1.56,0,1,0.5
1,1,1,1,1.67,1,2,2.68
1,2,1,24,0.66,0,1,0.5
2,1,3,0,0.67,0,2,0.5
2,3,4,1,0.71,3,1,3.01
1,3,1,2,0.72,3,2,7.51
2,1,4,10,1.1,1,1,0.96
1,1,4,14,1.35,1,0,0.5
1,3,1,21,1.8,3,3,7.54
1,3,3,3,1.23,1,0,1.56
3,1,1,9,1.99,2,1,2.08
2,1,4,5,1.22,2,0,3.88
4,3,1,4,1.4,2,3,8.14
1,1,3,22,0.79,2,3,3.34
1,1,1,15,0.52,3,2,4.41
3,1,3,6,1.78,1,1,1.32
1,2,1,25,0.58,1,0,0.5
2,1,4,15,1.04,3,2,4.9
3,1,2,16,1.8,0,1,0.5
4,1,3,2,1.57,2,0,5.64
4,1,4,1,1.65,0,3,4.58
2,2,2,11,0.52,3,0,4.78
2,3,2,1,0.72,2,2,6.94
4,2,3,0,0.95,2,0,5.94
2,3,1,19,1.95,1,2,4.27
4,2,4,13,0.73,1,2,3.48
2,3,1,5,1.17,1,3,5.61
3,2,4,12,1.18,1,0,1.76
1,3,4,11,1.54,3,0,3.14
2,3,3,19,0.77,1,1,2.59
4,2,2,17,1.85,3,3,8.73
4,2,3,24,0.87,2,0,5.85
3,1,3,16,1.85,3,0,3.86
2,3,2,1,1.21,2,0,5.83
4,3,1,9,0.99,0,3,6.1
3,3,2,1,1.12,1,2,4.55
4,3,3,12,0.56,1,3,5.58
4,2,3,21,0.9,1,3,5.23
3,1,1,6,1.21,3,3,7.35
3,3,3,2,0.59,3,3,8.29
3,2,4,23,1.28,2,2,4.56
4,2,1,24,1.6,0,3,5.62
4,3,1,3,0.74,3,2,8.1
1,1,2,8,0.98,2,0,2.15
4,3,2,2,0.95,3,3,10.82
3,1,3,2,1.09,2,1,4.14
4,1,1,13,0.82,0,3,5.84
4,1,4,17,1.41,2,1,2.86
1,2,3,0,1.95,1,1,0.5
1,3,4,3,1.3,3,0,3.73
1,2,3,1,1.36,2,3,3.5
2,1,2,2,0.53,0,1,0.5
2,2,4,2,1.01,3,2,5.44
3,1,3,20,1.76,0,2,1.78
2,2,1,2,0.6,0,3,2.86
1,2,4,21,1.14,3,3,5.59
3,1,1,7,1.75,0,0,1.9
2,3,4,21,1.89,0,1,0.5
4,2,2,2,1.32,2,2,6.21
3,1,1,20,1.49,0,2,2.2
3,1,1,0,0.76,0,2,2.63
4,3,4,1,0.58,1,2,6.41
4,3,3,3,1.22,1,0,5.5
4,3,4,12,1.06,3,3,8.63
2,2,4,12,1.82,3,3,5.75
4,1,4,6,1.35,1,1,0.54
3,1,1,8,1.42,3,1,5.46
3,3,1,15,1.66,3,1,5.92
3,2,4,5,1.48,0,2,2.94
4,3,4,9,1.18,2,1,5.44
2,1,3,14,1.29,0,3,2.28
1,2,4,25,1.71,1,2,1.91
2,3,4,10,0.83,3,1,3.24
1,2,3,18,1.53,3,3,5.66
2,3,2,24,1.64,3,1,4.06
1,3,3,20,1.31,1,2,2.96
1,2,4,15,1.26,2,2,4.84
3,3,1,21,1.47,0,0,2.83
2,3,2,5,1.52,1,3,3.98
3,2,3,8,0.97,2,0,4.0
3,2,3,22,1.14,1,3,3.4
1,3,2,3,1.22,2,0,3.91
4,2,3,21,0.86,1,3,4.53
3,3,3,0,0.6,1,1,2.2
3,1,3,15,1.56,0,0,2.15
1,1,4,9,1.55,2,3,3.05
3,3,3,10,0.72,3,0,6.52
1,2,1,23,0.68,3,0,3.4
3,1,2,5,0.84,0,0,2.26
3,1,1,17,0.82,1,1,1.98
2,1,1,3,0.95,2,2,5.46
3,1,4,13,0.62,1,3,5.16
2,1,4,16,1.07,1,2,1.49
2,1,3,17,1.37,3,2,5.29
4,2,1,9,1.72,3,3,8.82
3,3,3,22,1.12,1,1,2.96
4,2,1,23,1.28,1,3,7.07
4,2,3,6,1.27,0,1,1.0
3,3,4,13,1.97,1,2,2.88
4,2,2,4,1.12,3,0,6.1
4,1,1,16,1.2,1,2,6.12
1,1,3,5,1.37,1,2,1.63
3,1,2,19,1.52,0,0,1.93
1,3,1,24,1.21,1,2,4.47
3,2,1,3,1.92,2,1,4.29
2,3,2,10,0.98,3,1,5.15
1,3,4,3,1.5,1,1,0.5
3,3,1,5,0.55,0,0,2.96
4,2,4,7,1.51,2,3,6.08
3,1,2,9,0.52,0,2,2.79
4,1,2,9,1.57,2,2,7.56
4,3,3,12,1.62,1,1,4.33
3,1,4,12,0.93,1,1,1.88
4,3,4,6,0.55,0,3,5.01
3,2,2,18,1.95,1,3,5.03
1,2,1,16,1.11,1,1,0.5
1,1,1,18,1.46,0,1,0.5
4,3,2,16,0.53,2,0,7.94
1,1,3,12,0.67,1,2,1.45
4,1,4,21,1.8,0,2,3.16
1,2,1,12,0.87,0,2,0.5
3,3,2,23,1.4,0,0,1.52
2,2,2,15,1.37,0,3,3.23
4,2,2,23,1.34,1,0,5.16
3,3,2,10,0.56,0,0,4.12
4,2,1,24,0.96,3,2,9.7
2,1,1,10,1.83,1,0,2.65
1,2,1,14,1.16,0,2,1.67
1,2,4,10,1.39,1,2,1.49
2,1,1,9,1.42,3,2,5.03
4,2,1,13,1.9,1,1,3.36
2,3,1,21,1.89,1,3,6.03
1,3,2,4,0.8,2,2,6.15
4,1,4,8,0.54,2,3,7.15
2,3,3,10,1.17,0,1,1.83
3,3,1,13,1.95,1,3,5.28
3,2,2,10,1.86,0,3,4.64
2,2,2,25,0.58,1,0,3.64
3,2,3,0,1.52,0,3,3.07
1,1,1,20,1.17,3,0,2.37
4,1,1,12,1.94,0,1,0.5
1,1,3,15,0.53,1,3,3.3
4,3,4,4,1.71,3,1,6.83
3,2,2,1,1.08,1,3,5.74
3,1,1,3,1.27,0,3,4.74
2,3,1,21,1.12,0,0,0.94
4,3,2,19,1.02,2,0,6.41
4,3,4,19,0.87,1,2,6.76
1,1,3,19,0.99,1,2,0.65
1,2,1,23,0.74,3,1,2.93
3,1,1,12,1.2,3,0,6.0
1,2,2,22,1.18,3,1,4.54
4,1,1,0,0.56,3,3,8.49
4,2,1,12,1.9,1,1,4.29
4,2,4,25,1.24,2,1,5.93
4,1,4,10,1.37,3,2,5.3
4,3,3,15,1.62,1,3,6.45
1,2,2,10,1.76,2,2,4.6
2,2,3,15,1.7,0,2,2.27
4,2,2,14,1.41,0,0,2.19
1,1,3,17,1.96,2,3,4.97
2,3,1,1,1.49,0,1,0.5
4,1,1,25,0.99,2,0,6.99
2,2,2,15,1.27,2,3,5.29
4,2,2,4,1.79,3,0,6.03
4,3,3,21,1.31,1,0,5.37
4,3,1,7,1.9,1,3,6.35
3,1,3,3,1.39,2,2,5.2
1,3,1,17,1.19,3,2,7.28
1,3,4,19,1.18,1,3,3.0
1,3,3,7,1.65,0,0,0.5
3,1,3,12,1.15,0,1,1.41
2,1,3,12,1.61,3,0,2.93
4,2,1,18,1.91,0,2,2.5
3,2,1,12,0.72,0,2,3.41
1,1,1,16,1.66,3,0,3.48
1,2,3,24,1.82,0,2,1.27
1,1,4,12,0.61,1,0,0.5
2,1,2,24,0.96,3,1,3.91
3,1,2,3,1.79,1,3,2.6
4,2,3,10,0.75,0,1,2.14
3,2,1,7,0.92,0,0,3.54
4,2,3,22,1.95,0,3,5.04
2,3,1,12,1.46,1,0,3.26
4,1,4,9,1.53,0,2,1.96
3,1,4,11,1.25,0,2,0.5
4,3,4,2,0.85,1,2,4.71
2,3,2,4,0.71,1,2,4.98
1,2,4,3,1.75,2,0,2.35
1,2,2,16,1.75,2,3,4.89
4,1,1,19,0.51,1,1,3.29
3,3,3,6,1.71,2,0,4.48
1,3,2,12,0.59,3,3,6.68
1,3,3,6,1.57,2,0,2.26
1,3,4,25,1.09,0,1,0.5
2,1,3,9,0.58,0,0,1.8
2,3,2,11,1.75,2,2,5.93
1,1,3,22,1.16,2,0,2.45
3,3,1,21,1.76,3,3,9.38
2,2,3,7,0.56,1,1,1.23
4,1,4,6,0.89,2,1,2.54
3,3,1,12,1.87,2,3,7.9
2,3,2,22,1.99,1,3,5.26
4,3,3,5,1.13,3,0,8.19
2,2,3,23,0.58,2,3,7.47
4,2,1,4,1.68,0,2,4.36
4,1,3,10,0.86,1,1,2.85
3,2,2,21,1.37,2,0,3.51
4,1,3,15,0.71,3,0,6.41
3,2,1,6,1.35,2,3,5.94
4,1,4,16,0.72,1,3,5.4
1,2,4,2,1.26,1,3,1.77
4,3,4,18,1.69,3,2,8.69
1,1,3,21,1.29,0,0,0.5
2,3,1,8,1.82,0,0,2.25
1,1,4,17,0.55,0,3,1.38
2,3,4,14,1.2,3,1,5.13
3,1,3,9,1.74,0,0,1.37
4,1,2,20,1.07,1,0,2.5
3,3,3,18,0.72,1,2,4.46
4,2,1,15,0.92,1,0,4.75
1,1,3,9,0.95,0,3,2.3
3,1,4,21,0.78,1,2,2.74
2,3,3,4,1.44,2,2,4.67
4,3,3,12,0.86,0,1,1.76
2,1,3,1,1.23,1,2,3.0
1,1,1,9,1.23,1,1,1.0
3,1,4,17,1.4,2,0,2.52
3,3,3,15,1.67,3,2,6.68
4,1,4,6,1.93,2,3,5.49
2,2,4,20,1.09,0,3,1.35
2,1,4,13,0.94,0,0,0.67
1,3,4,14,1.74,1,1,0.5
3,2,3,16,1.55,1,2,3.63
2,1,1,12,0.71,3,3,6.98
3,1,3,9,0.9,3,3,7.78
1,2,2,18,0.97,3,0,5.29
1,3,2,23,0.89,0,0,0.5
2,3,4,12,1.98,3,3,5.4
2,1,4,6,0.83,1,2,1.3
2,3,4,23,0.55,2,3,5.3
2,1,1,0,1.6,1,3,4.27
3,2,1,15,0.53,0,1,2.7
3,1,4,24,1.91,1,3,3.25
1,2,1,0,1.36,2,1,3.01
4,2,3,14,1.27,2,3,9.02
1,1,4,22,1.83,2,0,1.14
3,2,2,0,1.5,1,2,4.01
2,2,1,5,0.96,2,2,5.72
4,3,2,22,1.03,2,1,5.71
1,3,3,2,0.78,3,0,4.35
2,1,4,2,0.91,0,3,1.88
3,3,1,4,1.13,1,0,2.89
4,3,4,17,1.71,1,3,5.51
4,3,3,17,0.57,3,2,9.54
1,1,1,13,1.26,1,1,0.5
4,1,4,0,0.79,3,0,7.18
2,1,4,2,1.33,3,3,4.3
1,2,1,12,1.99,0,0,0.5
3,2,4,21,1.7,2,3,5.86
3,2,3,21,0.6,3,0,7.21
2,1,1,23,0.74,1,2,2.27
2,1,2,13,0.85,2,3,6.3
3,1,1,7,0.7,1,3,5.39
4,3,2,19,0.71,2,1,5.6
3,1,3,22,1.13,3,1,4.52
3,3,3,0,1.53,0,2,2.96
2,3,1,23,1.87,2,2,5.96
2,1,2,6,0.74,3,1,3.7
3,2,4,18,0.74,3,0,4.81
1,2,4,22,1.86,1,0,0.5
4,1,4,24,1.82,0,0,0.87
1,1,2,6,0.71,3,2,3.73
4,3,1,4,0.98,3,0,6.72
3,3,3,20,0.87,3,0,5.85
4,3,1,3,0.72,0,1,4.01
1,2,2,14,1.37,0,0,0.5
4,3,2,23,1.88,2,2,7.13
3,1,1,8,1.83,0,0,1.26
1,1,1,17,0.59,2,3,6.23
2,1,4,9,1.98,0,1,0.5
2,2,1,5,1.1,3,1,5.19
4,3,3,0,0.83,2,2,8.31
2,2,3,11,1.58,3,3,6.43
2,3,3,7,1.56,2,3,5.87
2,3,1,22,1.47,2,0,4.57
3,2,3,25,1.86,0,1,0.5
2,1,4,3,0.94,2,1,1.21
4,1,3,17,1.16,1,3,3.8
1,2,1,3,1.3,2,0,2.19
4,3,1,4,1.61,1,0,5.74
4,2,1,11,1.09,0,2,4.42
3,2,4,3,1.19,3,3,7.81
1,2,4,3,1.35,2,1,2.84
2,1,1,10,0.99,3,0,3.52
2,3,3,1,0.99,0,3,3.7
4,3,1,8,1.16,1,2,4.98
4,3,1,10,1.51,1,3,5.77
1,2,2,14,0.74,1,2,2.82
4,3,4,19,1.69,0,2,3.77
4,2,2,17,0.99,2,3,7.96
3,3,4,8,1.84,2,0,4.79
2,1,2,0,0.64,2,1,4.01
2,3,1,6,1.54,3,1,5.96
4,1,4,14,1.74,3,0,6.75
3,3,1,23,0.55,1,3,6.01
2,1,4,5,0.85,1,0,2.2
1,3,3,10,0.89,3,0,5.83
2,1,3,17,1.44,1,1,0.5
3,3,4,5,0.85,2,3,8.74
3,3,2,22,0.86,3,0,6.16
4,3,1,20,1.98,3,1,6.5
2,3,2,23,0.97,0,0,1.14
4,2,1,25,0.85,2,0,6.42
2,1,1,9,1.86,1,0,2.47
3,1,4,0,1.95,3,0,3.07
3,3,4,9,1.88,2,1,5.15
3,2,3,15,1.56,0,1,0.5
3,3,3,16,0.8,3,3,9.76
3,1,3,5,1.18,0,1,0.5
1,1,3,16,1.46,3,2,3.12
3,1,3,6,1.22,2,2,4.59
2,1,1,22,0.87,1,0,1.51
4,1,4,3,1.21,2,1,3.84
3,1,4,18,1.19,2,3,4.87
4,1,3,13,0.95,1,1,2.91
2,1,3,6,1.69,1,1,0.5
4,1,3,7,1.57,0,1,1.37
1,3,2,7,0.55,3,2,7.49
4,3,2,11,1.33,3,0,6.22
1,2,2,3,1.6,2,0,3.65
1,2,4,18,1.92,1,3,1.63
2,2,2,4,1.34,1,2,1.96
1,2,3,19,0.52,1,2,2.61
2,1,1,19,1.64,0,2,0.54
2,2,3,3,1.19,1,3,2.85
3,2,3,19,1.64,0,3,2.5
4,1,3,0,1.46,1,2,2.68
3,3,2,13,1.49,2,0,5.62
2,3,2,17,1.27,1,0,4.2
1,2,3,15,1.36,0,1,0.5
4,3,2,23,0.79,3,2,9.82
2,1,4,15,1.66,1,2,0.5
4,3,4,4,1.32,1,0,3.28
2,3,1,12,1.36,3,2,8.33
1,1,4,22,1.89,2,2,1.48
4,2,4,17,1.52,0,3,3.74
1,2,4,25,1.54,1,2,0.5
2,3,2,1,0.66,1,2,3.86
3,2,3,5,1.34,1,0,1.88
3,2,3,14,1.73,3,1,5.42
1,3,1,9,1.61,3,1,4.1
4,3,3,23,1.88,3,0,8.17
4,1,4,16,0.83,0,0,1.48
1,2,1,25,1.77,1,2,3.33
4,1,4,14,1.19,0,2,2.01
3,3,3,16,1.12,1,1,1.23
2,1,1,13,1.22,2,3,5.05
1,2,4,9,0.86,3,3,5.87
1,2,3,7,1.68,2,1,0.59
1,1,3,24,0.54,3,2,4.37
2,3,4,13,0.79,2,2,4.7
3,3,3,24,1.38,1,1,3.26
2,1,1,20,0.91,3,2,5.91
4,3,3,17,1.37,0,0,4.08
3,2,2,19,1.27,1,0,2.98
1,1,4,7,0.92,0,3,0.5
3,3,4,6,1.22,2,1,5.6
2,2,2,11,0.73,3,0,6.41
3,3,3,21,1.8,2,3,5.96
2,3,3,18,0.96,0,0,2.15
3,3,2,5,1.62,0,2,2.28
1,2,1,8,0.73,2,3,6.91
3,1,1,18,1.59,0,3,3.19
2,1,3,11,0.56,1,3,4.9
1,3,1,15,1.33,1,1,2.02
2,3,1,7,1.03,1,3,5.79
4,2,3,18,1.05,3,3,9.71
4,2,3,11,1.75,0,2,3.69
4,3,3,18,1.45,0,3,5.6
3,1,4,13,1.82,0,2,0.99
2,2,2,0,0.86,0,3,2.78
1,2,2,16,0.84,2,1,2.18
4,3,1,12,1.42,0,0,3.43
2,2,3,22,1.24,1,0,2.7
3,2,4,23,1.68,3,2,6.62
2,3,3,9,1.08,2,0,3.77
4,1,3,9,1.53,0,2,1.85
2,2,1,8,1.87,1,0,2.83
3,2,4,5,2.0,1,2,2.6
4,1,3,24,1.95,2,3,7.43
3,3,3,18,1.4,2,0,3.91
1,2,3,2,1.48,3,0,4.69
2,2,3,11,1.02,2,1,3.66
1,3,4,18,1.39,1,2,0.62
1,1,4,1,1.65,3,2,4.76
2,2,2,20,1.07,0,3,2.97
4,3,4,21,0.76,2,1,4.49
2,1,4,15,1.5,0,2,0.5
3,3,1,24,1.87,1,2,4.88
3,1,3,19,1.46,3,1,4.42
4,3,2,4,0.72,1,2,6.37
2,3,1,11,1.52,1,3,3.73
3,3,3,5,1.73,0,1,0.5
4,3,3,14,1.87,1,0,3.88
4,3,1,2,1.25,2,3,10.05
4,2,4,4,1.54,1,2,3.2
3,3,1,20,1.62,3,2,8.21
1,2,1,17,1.4,2,1,1.18
2,2,3,20,1.8,1,2,2.05
2,3,1,23,1.54,2,3,5.64
2,1,4,5,1.66,2,1,1.25
2,1,3,18,0.5,1,3,2.98
3,2,2,11,1.74,0,2,3.64
4,3,3,6,1.71,2,0,5.27
1,3,1,25,0.57,0,3,3.56
4,3,2,22,1.55,2,1,6.54
4,1,1,6,1.65,2,0,6.06
1,2,2,22,1.34,2,3,5.05
1,1,3,25,1.22,1,2,0.5
1,2,3,15,0.67,0,3,0.85
4,3,2,14,0.5,0,0,2.72
4,3,2,3,1.51,2,2,8.84
2,1,3,8,1.4,1,2,0.66
4,3,2,4,0.6,0,2,5.6
2,1,2,21,0.84,1,2,2.09
2,1,2,1,0.89,0,1,0.5
1,2,4,6,0.62,2,0,2.11
4,1,1,10,1.36,3,0,6.01
2,1,4,4,1.02,3,1,4.09
3,1,3,5,0.61,3,1,4.77
3,1,2,2,0.92,0,2,2.02
2,1,4,16,1.41,2,1,2.17
4,1,1,8,1.36,2,2,6.28
1,2,1,19,0.92,1,3,4.66
1,2,2,11,0.61,0,2,1.26
4,2,4,25,1.78,0,3,5.47
3,1,1,23,1.82,2,1,2.99
3,1,2,24,0.8,0,0,1.2
1,3,4,10,1.85,2,0,2.98
1,1,1,23,1.27,2,2,2.16
3,2,2,20,1.99,2,1,4.8
4,1,3,20,1.2,3,0,6.96
4,3,3,24,1.11,3,3,10.41
4,2,2,1,0.75,2,0,5.11
4,1,2,7,1.34,0,2,4.1
3,1,4,11,1.68,1,1,0.53
1,1,2,15,1.59,0,2,0.5
4,2,2,12,1.81,1,2,6.03
2,3,4,13,0.65,2,1,2.8
1,2,3,18,0.67,0,3,1.34
4,1,1,18,1.51,2,1,3.68
4,2,2,2,1.65,0,1,2.74
4,2,2,13,1.34,2,0,6.43
3,1,3,0,0.97,1,0,3.29
2,3,2,18,1.56,2,1,2.94
3,3,3,15,0.55,0,0,3.49
1,1,3,5,1.78,1,3,2.18
3,1,1,8,1.69,0,3,2.19
3,3,4,1,1.67,2,2,6.33
1,1,3,3,1.32,3,1,2.16
4,3,4,3,1.95,1,0,4.37
1,3,1,8,1.32,3,0,3.82
1,2,1,25,1.83,0,2,0.67
2,3,2,2,1.89,2,0,3.73
2,2,1,12,1.42,1,2,2.38
3,2,2,11,1.23,2,1,5.4
4,3,2,19,0.55,0,2,4.59
3,1,1,5,1.91,3,3,7.54
4,3,4,16,0.76,1,1,3.02
1,1,2,7,1.82,1,2,2.46
1,1,2,25,1.94,1,2,0.9
3,1,3,22,1.26,1,3,3.05
4,2,3,11,0.87,3,3,9.42
3,1,2,9,1.79,0,3,3.62
3,1,1,23,1.31,0,1,1.58
4,1,2,24,1.66,2,3,7.65
4,1,1,7,1.24,1,0,4.2
4,3,1,0,1.03,0,1,3.71
1,3,1,6,1.83,1,2,4.03
3,1,4,25,0.61,3,3,5.65
3,3,4,25,1.28,3,0,6.16
1,2,1,10,1.69,1,0,1.96
3,2,2,22,1.06,2,1,5.03
2,3,2,6,1.42,1,1,2.12
3,1,2,17,1.99,3,3,5.89
2,2,1,1,0.56,0,2,2.63
3,2,3,9,0.76,2,0,5.66
2,3,1,15,0.59,2,0,6.08
1,1,2,24,1.38,2,0,1.19
4,2,2,6,0.77,0,1,2.54
3,2,2,7,0.52,0,0,1.8
3,3,3,17,0.59,1,0,5.25
1,2,1,10,1.29,2,3,6.7
1,1,4,18,1.51,1,2,0.5
2,1,1,17,1.91,3,3,7.38
1,3,3,9,1.85,2,1,1.23
1,2,1,21,1.96,1,1,0.5
1,3,3,7,0.94,2,2,4.88
3,2,4,5,1.53,1,1,0.62
1,3,2,8,1.84,0,0,0.5
2,3,1,15,1.94,1,2,4.39
1,1,1,11,1.58,1,3,1.01
4,3,1,11,1.55,3,2,8.04
3,3,2,4,0.97,2,1,5.78
1,3,1,20,0.58,1,1,1.53
2,3,2,10,1.59,0,1,0.5
1,1,1,5,1.08,1,3,1.32
3,2,4,1,0.62,0,1,0.98
3,3,2,16,0.97,2,1,5.74
4,3,3,8,0.75,0,2,3.35
3,3,1,18,1.24,2,3,7.6
4,3,1,1,1.22,1,3,8.12
2,3,2,12,1.05,2,1,5.05
2,2,2,9,0.99,1,3,4.62
1,1,2,13,0.9,0,3,2.34
3,3,1,2,0.99,3,0,6.58
1,3,2,7,1.59,1,3,3.02
3,1,4,19,0.56,3,1,3.52
1,1,4,14,1.12,0,2,1.01
3,1,2,19,0.62,3,0,6.34
2,3,2,8,1.88,0,3,4.7
1,1,4,22,0.96,3,0,2.13
4,3,1,23,1.65,1,1,4.16
4,1,2,4,1.8,3,0,5.04
2,3,1,12,1.64,3,2,6.91
3,2,2,20,0.67,3,3,8.71
2,2,3,17,1.34,2,2,5.31
2,3,4,5,1.1,0,1,0.5
4,1,3,20,1.58,2,3,5.44
3,2,2,0,1.99,1,2,4.92
3,1,3,6,1.73,3,1,4.23
3,2,4,16,1.78,3,3,7.39
1,2,3,12,1.93,0,1,0.5
4,2,1,1,1.46,3,1,6.89
2,1,2,10,1.75,0,2,1.72
1,2,2,23,1.25,0,1,0.5
2,2,2,5,1.75,3,0,3.97
3,2,1,18,0.88,1,3,5.71
1,2,4,12,1.81,2,3,4.91
4,2,4,20,0.99,1,1,3.59
1,2,1,3,1.62,1,1,0.84
3,3,1,19,1.48,3,2,8.79
3,2,2,5,0.66,3,2,6.06
1,3,3,23,0.76,0,0,1.95
3,2,3,11,1.33,1,3,3.99
2,1,4,1,1.34,0,0,0.5
3,1,4,0,1.31,2,1,2.24
1,1,2,11,1.61,2,3,3.27
2,1,4,19,1.7,3,3,5.49
1,2,3,7,1.65,0,0,0.5
3,3,3,23,1.36,3,2,7.61
1,2,1,17,1.03,0,2,0.5
3,3,3,3,1.18,0,3,3.32
2,1,2,19,0.71,3,3,6.96
3,1,4,17,1.5,0,1,0.5
4,2,2,12,1.25,2,3,7.88
2,1,1,10,0.8,3,0,5.29
4,3,2,23,1.94,3,3,9.33
4,1,2,7,1.34,0,3,3.52
2,2,2,20,0.52,3,1,3.56
4,3,1,9,1.66,3,3,10.92
3,2,1,0,0.78,3,0,8.08
3,1,4,16,1.77,3,1,3.47
1,2,1,12,1.94,0,0,0.61
4,3,2,3,0.76,0,1,2.88
1,3,2,6,1.65,1,2,1.78
3,3,1,5,1.76,3,1,4.68
3,1,4,12,1.92,0,1,0.5
3,2,2,20,1.37,0,3,3.83
3,3,4,4,1.29,3,0,6.38
1,2,4,7,1.53,3,1,2.01
4,3,3,20,1.78,1,2,5.16
1,2,2,20,0.92,1,3,4.34
1,2,4,18,1.74,2,3,3.32
4,3,2,18,0.65,0,2,3.85
4,3,4,14,1.55,1,1,2.93
4,1,3,0,1.2,2,0,5.94
2,1,4,24,0.57,0,3,0.73
1,3,4,22,1.42,3,3,6.03
4,1,1,10,1.69,0,3,3.65
4,1,2,2,1.27,2,3,8.33
4,3,1,4,0.86,3,1,8.6
1,1,4,1,1.36,2,2,3.15
4,3,1,25,1.89,1,1,2.97
4,3,2,20,1.83,3,0,8.27
1,1,4,1,0.86,3,2,4.92
1,3,1,11,0.8,2,0,4.67
4,2,1,10,1.97,0,2,5.26
4,2,3,24,1.25,2,0,5.91
3,2,2,19,1.1,0,0,3.52
4,1,4,4,1.96,3,0,4.96
1,2,1,0,1.14,1,2,2.81
2,3,3,10,0.76,0,0,0.98
3,2,4,21,1.89,3,0,6.47
2,2,3,14,0.88,3,0,3.68
1,2,1,2,1.85,3,2,5.28
2,3,3,21,1.77,1,0,2.05
3,2,1,0,0.83,0,1,2.98
3,2,3,15,1.37,2,2,6.12
1,1,3,24,1.63,2,2,2.2
2,1,3,22,1.25,2,0,4.02
4,2,3,16,1.24,2,1,4.4
2,3,1,18,0.62,0,1,0.5
